id,title,opening_date,closing_date,previews_date,year,theatre_id,theatre_name,production_type,show_type,show_type_simple,intermissions,n_performances,run_time,show_never_opened,revival,pre_broadway,limited_run,repertory,other_titles,official_website,production_type_simple
2,Medea,1858-12-04 00:00:00,1858-12-04 00:00:00,NULL,1858,5649,Bowery Theatre,Original Production,NULL,NULL,1,1,NULL,0,0,0,0,0,NULL,NULL,Original
3,Rob Roy,1859-06-09 00:00:00,1859-06-21 00:00:00,NULL,1859,7414,Niblo's Garden,Original Production,Opera,Opera,1,14,NULL,0,0,0,0,0,NULL,NULL,Original
4,Hop O' My Thumb,1862-04-07 00:00:00,1862-05-02 00:00:00,NULL,1862,5717,Barnum's New Museum,Original Production,Play with Music,Play,1,46,NULL,0,0,0,0,0,"Hop O' My Thumb, or, the Ogre and the Dwarf! (full title)",NULL,Original
5,The House that Jack Built,1864-01-25 00:00:00,1864-05-21 00:00:00,NULL,1864,5685,Old Bowery Theatre1/25/1864 - 5/21/1864,Original Production,Pantomime,Musical,1,48,NULL,0,0,0,0,0,NULL,NULL,Original
8,Lischen et Fritzchen,1868-06-25 00:00:00,1868-12-05 00:00:00,NULL,1868,7547,Pike's Opera House,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
9,Nicodemus,NULL,NULL,NULL,1869,0,NULL,NULL,Burlesque,Burlesque,1,NULL,NULL,1,0,0,0,0,NULL,NULL,NULL
11,The Grand Duchess of Gérolstein,1869-04-06 00:00:00,1869-05-04 00:00:00,NULL,1869,5359,Fifth Avenue Theatre,Revival,Opera,Opera,1,5,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
15,Barbe-Bleue,1870-12-24 00:00:00,NULL,NULL,1870,5720,Grand Opera House,Revival,Opera Bouffe,Musical,1,NULL,NULL,0,1,0,1,0,NULL,NULL,Revival
16,The Forty Thieves,1870-05-23 00:00:00,NULL,NULL,1870,7414,Niblo's Garden,Revival,NULL,NULL,1,12,NULL,0,1,0,0,0,NULL,NULL,Revival
17,The Grand Duchess of Gérolstein,1870-01-24 00:00:00,NULL,NULL,1870,5703,NULL,Revival,Opera,Opera,1,13,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
18,Lischen et Fritzchen,1870-03-14 00:00:00,NULL,NULL,1870,5714,NULL,Revival,Musical,Musical,1,12,NULL,0,1,0,0,0,NULL,NULL,Revival
20,Barbe-Bleue,1871-12-19 00:00:00,NULL,NULL,1871,5714,NULL,Revival,Opera Bouffe,Musical,1,12,NULL,0,1,0,0,0,NULL,NULL,Revival
22,Barbe-Bleue,1872-11-05 00:00:00,NULL,NULL,1872,5637,Olympic Theatre,Revival,Opera Bouffe,Musical,1,5,NULL,0,1,0,0,0,NULL,NULL,Revival
23,The Grand Duchess of Gérolstein,1872-10-18 00:00:00,NULL,NULL,1872,5637,Olympic Theatre,Revival,Opera,Opera,1,4,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
26,The Grand Duchess of Gérolstein,1873-09-15 00:00:00,NULL,NULL,1873,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
27,Jack and Jill,1874-12-21 00:00:00,NULL,NULL,1874,7414,Niblo's Garden,NULL,Pantomime,Musical,1,17,NULL,0,0,0,0,0,NULL,NULL,NULL
29,Lischen et Fritzchen,NULL,NULL,NULL,1875,0,NULL,Revival,Musical,Musical,1,NULL,NULL,1,1,0,0,0,NULL,NULL,Revival
30,The Grand Duchess of Gérolstein,1876-09-27 00:00:00,NULL,NULL,1876,5194,Lyceum Theatre,Revival,Opera,Opera,1,1,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
31,Babes in the Wood,1877-12-24 00:00:00,NULL,NULL,1877,5317,NULL,Original Production,Pantomime,Musical,1,41,NULL,0,0,0,0,0,"Babes in the Wood, or, Who Killed Cock Robin? (full title)",NULL,Original
32,Barbe-Bleue,NULL,NULL,NULL,1877,0,NULL,Revival,Opera Bouffe,Musical,1,NULL,NULL,1,1,0,0,0,NULL,NULL,Revival
35,The Chimes of Normandy,1877-10-22 00:00:00,NULL,NULL,1877,7519,Fifth Avenue Theatre,Original Production,Musical,Musical,1,16,NULL,0,0,0,0,0,NULL,NULL,Original
37,The Grand Duchess of Gérolstein,1877-01-01 00:00:00,NULL,NULL,1877,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
43,Babes in the Woods,1878-12-23 00:00:00,NULL,NULL,1878,5269,New Park Theatre,Original Production,Pantomime,Musical,1,19,NULL,0,0,0,0,0,"Babes in the Wood, or, Who Killed Cock Robin? (full title)",NULL,Original
45,Barbe-Bleue,1879-10-13 00:00:00,1879-11-05 00:00:00,NULL,1879,5359,Fifth Avenue Theatre,Revival,Opera Bouffe,Musical,2,7,NULL,0,1,0,1,1,NULL,NULL,Revival
48,H.M.S. Pinafore,1879-01-15 00:00:00,NULL,NULL,1879,7467,Standard Theatre,Original Production,Musical,Musical,1,175,NULL,0,0,0,0,0,"H.M.S. Pinafore, or, the Lass That Loved a Sailor",NULL,Original
49,H.M.S. Pinafore,1879-03-10 00:00:00,NULL,NULL,1879,7560,Broadway Theatre,Revival,Musical,Musical,1,71,NULL,0,1,0,0,0,"H.M.S. Pinafore, or, the Lass That Loved a Sailor",NULL,Revival
54,Babes in the Wood,1880-12-27 00:00:00,NULL,NULL,1880,7090,Haverly's 14th Street Theatre,Revival,Pantomime,Musical,1,8,NULL,0,1,0,0,0,"Babes in the Wood, or, Who Killed Cock Robin? (full title)",NULL,Revival
55,Babiole,1880-10-21 00:00:00,NULL,NULL,1880,7467,Standard Theatre,Original Production,Musical,Musical,1,4,NULL,0,0,0,1,1,NULL,NULL,Original
116,Patience,1881-09-22 00:00:00,NULL,NULL,1881,7467,Standard Theatre,Original Production,Operetta,Musical,1,177,NULL,0,0,0,0,0,"Patience, or, Bunthorne's Bride (full title)",NULL,Original
128,Apajune,NULL,NULL,NULL,1882,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,"Apajune, the Water Sprite (full title)",NULL,Original
131,All at Sea,NULL,NULL,NULL,1882,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
190,The Queen's Lace Handkerchief,1882-10-21 00:00:00,NULL,NULL,1882,7167,Casino Theatre,NULL,Operetta,Musical,1,571,NULL,0,0,0,0,0,Das Spitzentuch der Königin (German title),NULL,NULL
227,La Jolie Parfumeuse,1883-10-26 00:00:00,NULL,NULL,1883,7467,Standard Theatre,Revival,Musical,Musical,1,1,NULL,0,1,0,0,0,NULL,NULL,Revival
249,Prince Methusalem,1883-01-01 00:00:00,NULL,NULL,1883,7167,Casino Theatre,Original Production,Musical,Musical,1,102,NULL,0,0,0,0,0,Prinz Methusalem (Viennese title),NULL,Original
262,The Alsatians,1884-11-24 00:00:00,1884-12-17 00:00:00,NULL,1884,6829,New York Comedy Theatre,Original Production,Operetta,Musical,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
263,An Adamless Eden!,1884-11-24 00:00:00,1885-01-03 00:00:00,NULL,1884,6829,New York Comedy Theatre,Revival,Burlesque,Burlesque,1,42,NULL,0,1,0,0,0,NULL,NULL,Revival
276,Gandolfo!,1884-12-18 00:00:00,1885-01-03 00:00:00,NULL,1884,6829,New York Comedy Theatre,Original Production,Operetta,Musical,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
278,The Grand Duchess of Gérolstein,1884-01-01 00:00:00,NULL,NULL,1884,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
281,Ill-Fed-Dora,1884-11-23 00:00:00,1884-12-26 00:00:00,NULL,1884,7661,Koster and Bial's Music Hall,Original Production,Burlesque,Burlesque,NULL,NULL,NULL,0,0,0,1,0,NULL,NULL,Original
297,A Night in Venice,1884-04-19 00:00:00,NULL,NULL,1884,5346,Daly's Theatre,Original Production,Musical,Musical,1,40,NULL,0,0,0,0,0,Eine Nacht in Venedig (German title),NULL,Original
305,A Rag Baby,1884-08-14 00:00:00,NULL,NULL,1884,7090,Haverly's 14th Street Theatre,Original Production,Musical,Musical,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
323,Amorita,NULL,NULL,NULL,1885,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
324,Another Mikado,NULL,NULL,NULL,1885,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
325,Apajune,NULL,NULL,NULL,1885,0,NULL,Revival,Musical,Musical,1,NULL,NULL,1,1,0,0,0,"Apajune, the Water Sprite (full title)",NULL,Revival
326,Are You Insured?,1885-05-11 00:00:00,NULL,NULL,1885,5705,14th Street Theatre,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
348,Die Fledermaus,1885-01-01 00:00:00,NULL,NULL,1885,7167,Casino Theatre,Original Production,Musical,Musical,1,NULL,NULL,0,0,0,0,0,"Champagne, Sec (revival title)",NULL,Original
367,The Mikado,1885-08-20 00:00:00,NULL,NULL,1885,5359,Fifth Avenue Theatre,Original Production,Operetta,Musical,1,250,NULL,0,0,0,0,0,"The Mikado, or, the Town of Titipu (full title)",NULL,Original
387,Arcadia,1886-04-26 00:00:00,NULL,NULL,1886,5783,Bijou Theatre,Original Production,Musical,Musical,1,21,NULL,0,0,0,0,0,NULL,NULL,Original
401,The Grand Duchess of Gérolstein,1886-01-01 00:00:00,NULL,NULL,1886,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
437,A Tin Soldier,1886-05-03 00:00:00,NULL,NULL,1886,7467,Standard Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
445,Adonis,1886-01-01 00:00:00,NULL,NULL,1886,0,NULL,NULL,Musical,Musical,1,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL
446,The Arabian Nights,NULL,NULL,NULL,1887,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,"The Arabian Nights, or, Aladdin's Wonderful Lamp (full title)",NULL,Original
455,The Corsair,1887-10-18 00:00:00,NULL,NULL,1887,5783,Bijou Theatre,Original Production,Musical,Musical,1,180,NULL,0,0,0,0,0,NULL,NULL,Original
465,A Hole in the Ground,1887-09-12 00:00:00,NULL,NULL,1887,7090,Haverly's 14th Street Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
481,The Old Homestead,1887-01-10 00:00:00,NULL,NULL,1887,7090,Haverly's 14th Street Theatre,Original Production,Play,Play,1,155,NULL,0,0,0,0,0,NULL,NULL,Original
482,The Old Homestead,1897-01-06 00:00:00,NULL,NULL,1897,7283,Harlem Opera House,Revival,Play,Play,1,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
495,Amanuensis,NULL,NULL,NULL,1888,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
496,Arcadia,1888-01-30 00:00:00,NULL,NULL,1888,6665,3rd Avenue Theatre,Revival,Musical,Musical,1,72,NULL,0,1,0,0,0,NULL,NULL,Revival
499,A Brass Monkey,1888-10-15 00:00:00,NULL,NULL,1888,5783,Bijou Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
528,The Pearl of Pekin,1888-03-19 00:00:00,NULL,NULL,1888,5783,Bijou Theatre,Original Production,Musical,Musical,1,80,NULL,0,0,0,0,0,NULL,NULL,Original
539,Antiope,NULL,NULL,NULL,1889,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
541,Banditti,1889-08-05 00:00:00,NULL,NULL,1889,7661,Koster and Bial's Music Hall,Original Production,Burlesque,Burlesque,1,54,NULL,0,0,0,0,0,"Banditti, or, Lamb'd in Corsica (full title)",NULL,Original
569,A Midnight Bell,1889-03-05 00:00:00,NULL,NULL,1889,5783,Bijou Theatre,Original Production,Musical,Musical,1,136,NULL,0,0,0,0,0,NULL,NULL,Original
581,The Pearl of Pekin,1889-01-07 00:00:00,NULL,NULL,1889,5783,Bijou Theatre,Revival,Musical,Musical,1,136,NULL,0,1,0,0,0,NULL,NULL,Revival
582,The Pearl of Pekin,1889-09-30 00:00:00,NULL,NULL,1889,7414,Niblo's Garden,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
596,Babes in the Wood,1890-12-30 00:00:00,NULL,NULL,1890,7414,Niblo's Garden,Original Production,Pantomime,Musical,1,48,NULL,0,0,0,0,0,"Babes in the Wood, or, Who Killed Cock Robin? (full title)",NULL,Original
607,The Grand Duchess of Gérolstein,1890-01-01 00:00:00,NULL,NULL,1890,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
639,"Apollo, or, the Oracle of Delphi",1891-05-07 00:00:00,1891-07-11 00:00:00,NULL,1891,7167,Casino Theatre,Original Production,NULL,NULL,1,65,NULL,0,0,0,0,0,NULL,NULL,Original
640,Adam's Temptation,1891-03-30 00:00:00,1891-06-27 00:00:00,NULL,1891,7661,Koster and Bial's Music Hall,Original Production,Musical,Musical,1,100,NULL,0,0,0,0,0,"Adam's Temptation, or, Birds of Paradise (full title)",NULL,Original
641,Aunt Bridget's Baby,1891-05-18 00:00:00,NULL,NULL,1891,5783,Bijou Theatre,Original Production,Musical,Musical,1,32,NULL,0,0,0,0,0,NULL,NULL,Original
655,The Grand Duchess of Gérolstein,1891-01-01 00:00:00,NULL,NULL,1891,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
678,U and I,1891-03-23 00:00:00,1891-05-02 00:00:00,NULL,1891,7467,Standard Theatre,Original Production,Musical,Musical,1,42,NULL,0,0,0,0,0,NULL,NULL,Original
680,Yon Yonson,1891-12-28 00:00:00,NULL,NULL,1891,5269,New Park Theatre,Original Production,Play with Music,Play,1,33,NULL,0,0,0,0,0,NULL,NULL,Original
682,Aunt Bridget's Baby,1892-01-25 00:00:00,NULL,NULL,1892,5568,Union Square Theatre,Revival,Musical,Musical,1,7,NULL,0,1,0,0,0,NULL,NULL,Revival
687,Captain Thérèse,1892-02-15 00:00:00,NULL,NULL,1892,5568,Union Square Theatre,Original Production,Operetta,Musical,1,11,NULL,0,0,0,0,0,NULL,NULL,Original
743,Africa,NULL,NULL,NULL,1893,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
744,A Basoche,1893-02-27 00:00:00,NULL,NULL,1893,7167,Casino Theatre,Original Production,Musical,Musical,1,14,NULL,0,0,0,0,0,"A Basoche, or, King of the Students (full title)",NULL,Original
788,A Temperance Town,1894-09-18 00:00:00,NULL,NULL,1894,7363,Hoyt's Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
794,About Town,1894-02-26 00:00:00,1894-03-24 00:00:00,NULL,1894,7167,Casino Theatre,Original Production,Musical,Musical,1,28,NULL,0,0,0,0,0,NULL,NULL,Original
795,Adonis,NULL,NULL,NULL,1894,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,"Adonis, or, Ye Statue, Ye Miller, Ye Maiden, and Ye Lordly Villyain (full title)",NULL,Original
807,The Grand Duchess of Gérolstein,1894-01-01 00:00:00,NULL,NULL,1894,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
830,The Princess of Trébizonde!,1894-03-05 00:00:00,1894-03-31 00:00:00,NULL,1894,7523,Harrigan's Theatre,Revival,Opera Bouffe,Musical,1,32,NULL,0,1,0,1,0,La Princess de Trébizonde (alternate title),NULL,Revival
838,A Texas Steer,1894-01-08 00:00:00,NULL,NULL,1894,7363,Hoyt's Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
839,A Trip to Chinatown,NULL,NULL,NULL,1894,0,NULL,Revival,NULL,NULL,1,NULL,NULL,1,1,0,0,0,NULL,NULL,Revival
840,A Trip to Chinatown,NULL,NULL,NULL,1894,0,NULL,Revival,NULL,NULL,1,NULL,NULL,1,1,0,0,0,NULL,NULL,Revival
841,Yon Yonson,1894-03-12 00:00:00,1894-03-17 00:00:00,NULL,1894,5269,New Park Theatre,NULL,Play with Music,Play,1,8,NULL,0,0,0,0,0,NULL,NULL,NULL
842,Rob Roy,1894-10-29 00:00:00,NULL,NULL,1894,7292,Herald Square Theatre,Original Production,Musical,Musical,1,168,NULL,0,0,0,0,0,NULL,NULL,Original
844,"Aladdin, Jr.",NULL,NULL,NULL,1895,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
845,Bathing Girl,1895-09-02 00:00:00,NULL,NULL,1895,7392,Miner's Fifth Avenue Theatre,Original Production,Musical,Musical,1,1,NULL,0,0,0,0,0,NULL,NULL,Original
854,A Happy Little Home,1895-11-25 00:00:00,NULL,NULL,1895,7090,Haverly's 14th Street Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
864,The Merry Countess,1895-11-12 00:00:00,NULL,NULL,1895,7524,Garrick Theatre,Original Production,Musical,Musical,1,10,NULL,0,0,0,0,0,NULL,NULL,Original
871,A Run on the Bank,1895-01-14 00:00:00,NULL,NULL,1895,5783,Bijou Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
872,A Runaway Colt,1895-12-02 00:00:00,NULL,NULL,1895,7363,Hoyt's Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
881,A Gaiety Girl,1895-01-01 00:00:00,NULL,NULL,1895,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL
882,An American Beauty,NULL,NULL,NULL,1896,0,NULL,Original Production,Operetta,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
884,A Black Sheep,1896-01-06 00:00:00,NULL,NULL,1896,7363,Hoyt's Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
898,The Gold Bug,1897-01-11 00:00:00,NULL,NULL,1897,7167,Casino Theatre,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
921,A Parlor Match,1896-09-21 00:00:00,NULL,NULL,1896,7292,Herald Square Theatre,Revival,Musical,Musical,1,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
931,At Gay Coney Island,1897-02-01 00:00:00,NULL,NULL,1897,6668,Columbus Theatre,Original Production,Musical,Musical,1,16,NULL,0,0,0,0,0,NULL,NULL,Original
932,At the French Ball,1897-05-03 00:00:00,NULL,NULL,1897,5783,Bijou Theatre,Original Production,Musical,Musical,1,16,NULL,0,0,0,0,0,NULL,NULL,Original
938,A Contented Woman,1897-01-04 00:00:00,NULL,NULL,1897,7363,Hoyt's Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
951,The Idol's Eye,1897-10-25 00:00:00,NULL,NULL,1897,5017,Broadway Theatre,Original Production,Musical,Musical,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
972,A Stranger in New York,1897-09-13 00:00:00,NULL,NULL,1897,7524,Garrick Theatre,Original Production,NULL,NULL,1,64,NULL,0,0,0,0,0,NULL,NULL,Original
986,A Baggage Check,1898-02-14 00:00:00,NULL,NULL,1898,7557,Star Theatre,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
987,The Beggar Student,1898-05-02 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,Der Bettelstudent (German title),NULL,Revival
991,Boccaccio,1898-09-05 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
992,The Bohemian Girl,1898-12-19 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,Opera,Opera,1,8,NULL,0,1,0,0,0,"The Bohemian Girl, or, the Merry Zingara (full title)",NULL,Revival
998,The Chimes of Normandy,1898-11-21 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,Musical,Musical,1,9,NULL,0,1,0,0,0,NULL,NULL,Revival
1004,A Day and a Night in New York,1898-08-30 00:00:00,NULL,NULL,1898,7524,Garrick Theatre,Original Production,Musical,Musical,1,54,NULL,0,0,0,0,0,NULL,NULL,Original
1005,Dorothy,1898-09-19 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,NULL,NULL,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
1007,A Female Drummer,1898-12-26 00:00:00,NULL,NULL,1898,7557,Star Theatre,Original Production,Musical,Musical,1,56,NULL,0,0,0,0,0,NULL,NULL,Original
1019,Have You Seen Smith?,1898-10-03 00:00:00,NULL,NULL,1898,7557,Star Theatre,Original Production,NULL,NULL,1,NULL,NULL,0,0,0,0,0,NULL,NULL,Original
1029,Iolanthe,1898-09-12 00:00:00,NULL,NULL,1898,7125,American Theatre,Revival,Opera,Opera,1,8,NULL,0,1,0,0,0,"Iolanthe, or, the Peer and the Pen",NULL,Revival
1044,The Old Homestead,1898-11-21 00:00:00,NULL,NULL,1898,7283,Harlem Opera House,Revival,Play,Play,1,NULL,NULL,0,1,0,0,0,NULL,NULL,Revival
1064,An Arabian Girl and 40 Thieves,1899-05-29 00:00:00,NULL,NULL,1899,7292,Herald Square Theatre,Original Production,Musical,Musical,1,33,NULL,0,0,0,0,0,NULL,NULL,Original
1066,Adonis,1899-05-09 00:00:00,1899-05-20 00:00:00,NULL,1899,5783,Bijou Theatre,Revival,Musical,Musical,1,15,NULL,0,1,0,0,0,NULL,NULL,Revival
1067,The Air Ship,NULL,NULL,NULL,1899,0,NULL,Original Production,Musical,Musical,1,NULL,NULL,1,0,0,0,0,NULL,NULL,Original
1069,The Beggar Student,1899-12-25 00:00:00,NULL,NULL,1899,7125,American Theatre,Revival,Musical,Musical,1,9,NULL,0,1,0,0,0,Der Bettelstudent (German title),NULL,Revival
1070,La Belle Hélène,1899-01-12 00:00:00,NULL,NULL,1899,7167,Casino Theatre,Revival,Opera,Opera,1,68,NULL,0,1,0,0,0,"Helen, or Taken From the Greek (London title)",NULL,Revival
1074,Cyrano de Bergerac,1899-09-18 00:00:00,NULL,NULL,1899,5300,Knickerbocker Theatre,Original Production,Musical,Musical,1,28,NULL,0,0,0,0,0,NULL,NULL,Original
1075,Erminie,1899-05-09 00:00:00,NULL,NULL,1899,7167,Casino Theatre,Revival,Musical,Musical,1,25,NULL,0,1,0,0,0,NULL,NULL,Revival
1080,The Grand Duchess of Gérolstein,1899-01-01 00:00:00,NULL,NULL,1899,0,NULL,Revival,Opera,Opera,1,NULL,NULL,0,1,0,0,0,The Grand Duchess (alternate title),NULL,Revival
1082,H.M.S. Pinafore,1899-02-06 00:00:00,NULL,NULL,1899,7125,American Theatre,Revival,Musical,Musical,1,16,NULL,0,1,0,0,0,"H.M.S. Pinafore, or, the Lass That Loved a Sailor",NULL,Revival
1090,The Man in the Moon,1899-04-24 00:00:00,NULL,NULL,1899,5331,New York Theatre,Original Production,Musical,Musical,1,192,NULL,0,0,0,0,0,"The Man in the Moon, Jr.",NULL,Original
1091,The Mikado,1899-03-27 00:00:00,NULL,NULL,1899,7125,American Theatre,Revival,Operetta,Musical,1,8,NULL,0,1,0,0,0,"The Mikado, or, the Town of Titipu (full title)",NULL,Revival
1092,Mother Goose,1899-05-01 00:00:00,NULL,NULL,1899,7090,Haverly's 14th Street Theatre,Original Production,Musical,Musical,1,10,NULL,0,0,0,0,0,NULL,NULL,Original
1093,The Old Homestead,1899-10-09 00:00:00,NULL,NULL,1899,5339,Academy of Music,Revival,Play,Play,1,40,NULL,0,1,0,0,0,NULL,NULL,Revival
1098,The Queen's Lace Handkerchief,1899-01-23 00:00:00,NULL,NULL,1899,7125,American Theatre,Original Production,Operetta,Musical,1,8,NULL,0,0,0,0,0,Das Spitzentuch der Königin (German title),NULL,Original
1101,A Reign of Error,1899-03-02 00:00:00,NULL,NULL,1899,7480,Victoria Theatre,Original Production,Musical,Musical,1,102,NULL,0,0,0,0,0,NULL,NULL,Original
1103,A Romance of Athlone,1899-01-09 00:00:00,NULL,NULL,1899,7090,Haverly's 14th Street Theatre,Original Production,Play,Play,1,88,NULL,0,0,0,0,0,NULL,NULL,Original
1106,The Singing Girl,1899-10-23 00:00:00,NULL,NULL,1899,7167,Casino Theatre,Original Production,Musical,Musical,1,80,NULL,0,0,0,0,0,NULL,NULL,Original
1110,Trial by Jury,1899-04-24 00:00:00,NULL,NULL,1899,7125,American Theatre,Revival,Operetta,Musical,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
1113,At the Lower Harbor,1900-01-22 00:00:00,NULL,NULL,1900,5651,American Theatre,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
1115,The Belle of New York,1900-01-22 00:00:00,NULL,NULL,1900,7167,Casino Theatre,Revival,Musical,Musical,1,24,NULL,0,1,0,0,0,NULL,NULL,Revival
1117,The Bohemian Girl,1900-03-26 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Opera,Opera,1,8,NULL,0,1,0,0,0,"The Bohemian Girl, or, the Merry Zingara (full title)",NULL,Revival
1119,The Chimes of Normandy,1900-01-29 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
1120,Falka,1900-03-05 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,NULL,NULL,Revival
1121,Die Fledermaus,1900-01-01 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Musical,Musical,1,9,NULL,0,1,0,0,0,"Champagne, Sec (revival title)",NULL,Revival
1124,H.M.S. Pinafore,1900-04-09 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,"H.M.S. Pinafore, or, the Lass That Loved a Sailor",NULL,Revival
1125,A Hot Old Time,1900-04-12 00:00:00,NULL,NULL,1900,7480,Victoria Theatre,Revival,Musical,Musical,1,28,NULL,0,1,0,0,0,NULL,NULL,Revival
1126,Iolanthe,1900-01-08 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Opera,Opera,1,8,NULL,0,1,0,0,0,"Iolanthe, or, the Peer and the Pen",NULL,Revival
1129,The Magic Melody,1900-01-22 00:00:00,NULL,NULL,1900,5651,American Theatre,Original Production,Musical,Musical,1,8,NULL,0,0,0,0,0,NULL,NULL,Original
1131,The Mikado,1900-04-16 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Operetta,Musical,1,8,NULL,0,1,0,0,0,"The Mikado, or, the Town of Titipu (full title)",NULL,Revival
1132,A Million Dollars,1900-09-27 00:00:00,NULL,NULL,1900,5331,New York Theatre,Original Production,Musical,Musical,1,28,NULL,0,0,0,0,0,NULL,NULL,Original
1133,The Rounders,1900-06-25 00:00:00,NULL,NULL,1900,7167,Casino Theatre,Revival,Musical,Musical,1,36,NULL,0,1,0,0,0,NULL,NULL,Revival
1134,A Night in Venice,1900-04-30 00:00:00,NULL,NULL,1900,7125,American Theatre,Revival,Musical,Musical,1,8,NULL,0,1,0,0,0,Eine Nacht in Venedig (German title),NULL,Revival
